Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
1996-12-10,15.9528,15.9528,15.9528,15.9528,71086.837326043
1996-12-11,16.7655,16.836,16.7655,16.836,13199.906881984
1996-12-12,17.2982,17.2982,17.2982,17.2982,43241.430008469
1996-12-13,17.7231,17.7231,17.7231,17.7231,67198.822549843
1996-12-16,17.7231,17.7231,17.7231,17.7231,8070.0485802517
1996-12-17,17.7231,17.7231,17.7231,17.7231,17184.638443662
1996-12-18,17.2982,17.2982,17.2982,17.2982,12081.860841863
1996-12-19,17.7231,17.7231,17.7231,17.7231,10155.262475149
1996-12-20,17.7231,17.7231,17.7231,17.7231,114850.53797609
1996-12-23,18.611,18.611,18.611,18.611,4750.7285026602
1996-12-24,18.1853,18.1853,18.1853,18.1853,4945.4516307551
1996-12-30,18.1853,18.1853,18.1853,18.1853,959.43051193788
1996-12-31,18.611,18.611,18.611,18.611,6581.8996410362
1997-01-02,18.611,18.611,18.611,18.611,5452.2475866577
1997-01-03,17.7231,17.7231,17.7231,17.7231,47558.86731219
1997-01-06,17.7231,17.7231,17.7231,17.7231,1749.9290385749
1997-01-07,17.7231,17.7231,17.7231,17.7231,113630.61692193
1997-01-08,18.2558,18.2558,18.1659,18.1659,9653.6247478051
1997-01-09,18.4311,18.4311,18.4311,18.4311,66231.654695067
1997-01-10,18.611,18.611,18.1659,18.1659,35137.852942585
1997-01-13,18.7863,19.0546,18.7863,19.0546,117497.9987839
1997-01-14,19.0694,19.0694,19.0694,19.0694,42022.798511451
1997-01-15,19.3183,20.3402,19.3183,20.3402,26297.938749932
1997-01-16,21.2352,22.5976,21.2352,22.1549,50473.266447915
1997-01-17,21.4477,22.1549,21.4477,22.1099,21712.273561153
1997-01-20,21.7299,21.7299,21.7299,21.7299,19826.94102291
1997-01-21,21.7299,21.7299,21.7299,21.7299,32606.452277351
1997-01-22,21.5517,21.7121,21.5517,21.7121,27101.332847966
1997-01-23,21.7299,21.8005,21.7121,21.7121,82344.671155636
1997-01-24,21.5517,21.8005,21.5517,21.8005,27850.565546132
1997-01-27,22.1549,22.1549,22.1549,22.1549,53080.750984391
1997-01-28,22.1549,22.1549,22.1549,22.1549,35386.737470548
1997-01-29,21.2678,21.2678,21.2678,21.2678,12743.40365453
1997-01-30,21.0925,21.0925,21.0925,21.0925,15760.967361431
1997-01-31,20.8428,20.8428,20.8428,20.8428,128868.02408465
1997-02-03,22.8993,22.8993,22.8636,22.8636,25480.359523361
1997-02-04,22.3294,22.3294,22.3294,22.3294,23765.248527558
1997-02-05,22.3294,22.3294,22.3294,22.3294,41750.701954974
1997-02-06,22.5092,22.5092,22.5092,22.5092,57733.473144434
1997-02-07,23.6803,23.7508,23.6803,23.7508,30353.595954293
1997-02-10,23.9268,23.9268,23.9268,23.9268,108814.12100515
1997-02-11,23.6803,23.6803,23.6803,23.6803,57200.886045737
1997-02-12,23.5004,23.5004,23.5004,23.5004,25524.204466111
1997-02-13,25.8414,25.8414,25.8414,25.8414,34304.799030338
1997-02-14,23.5004,24.016,23.5004,24.016,31133.778023812
1997-02-17,24.3874,24.3874,24.3874,24.3874,49989.682520527
1997-02-18,24.3874,24.3874,24.3874,24.3874,38742.165148051
1997-02-19,24.8131,24.8131,24.8131,24.8131,17895.184427637
1997-02-20,24.8131,24.8131,24.8131,24.8131,26313.413435608
1997-02-21,25.2746,25.2746,25.2746,25.2746,4556.0053745652
1997-02-24,25.9842,25.9842,25.9842,25.9842,5534.7792435986
1997-02-25,26.6921,26.6921,26.6921,26.6921,34564.000015418
1997-02-26,26.5867,26.5867,26.5867,26.5867,75738.269928946
1997-02-27,25.7003,25.7003,25.7003,25.7003,19374.306466875
1997-02-28,25.2746,25.2746,25.2746,25.2746,64214.787328574
1997-03-03,24.8131,24.8131,24.8131,24.8131,36054.728068913
1997-03-04,25.0969,25.0969,25.0969,25.0969,16940.912144258
1997-03-05,25.8748,25.8748,25.8748,25.8748,2651.3294792262
1997-03-06,24.8131,24.8131,24.8131,24.8131,33874.086945678
1997-03-07,26.0547,26.0547,26.0547,26.0547,7154.4630110637
1997-03-10,26.1617,26.1617,26.1617,26.1617,21651.664375587
1997-03-11,26.3377,27.2055,26.3377,27.2055,17543.135328499
1997-03-12,26.5867,26.5867,26.5867,26.5867,15891.212632541
1997-03-13,25.2746,25.2746,25.2746,25.2746,8939.2100924105
1997-03-14,24.3874,24.3874,24.3874,24.3874,26813.761605812
1997-03-17,24.3874,26.1438,24.3874,26.1438,4812.6272453658
1997-03-18,25.2746,25.2746,25.2746,25.2746,8544.6056076618
1997-03-19,25.2746,25.2746,25.2746,25.2746,38199.261592236
1997-03-20,24.921,24.921,24.921,24.921,4556.0053745652
1997-03-21,25.5204,25.5204,25.5204,25.5204,1472.6742535391
1997-03-24,25.8748,25.8748,25.8748,25.8748,4442.5243462715
1997-03-25,24.106,24.106,24.106,24.106,5852.0102999652
1997-03-26,24.8131,24.8131,24.8131,24.8131,12552.549197854
1997-03-27,25.5204,25.5204,25.5204,25.5204,8738.039178617
1997-04-01,26.7619,26.7619,26.7619,26.7619,46274.468401047
1997-04-02,25.8748,25.8748,25.8748,25.8748,24871.688553422
1997-04-03,25.5204,25.5204,25.5204,25.5204,2272.199680154
1997-04-04,24.8131,24.8131,24.8131,24.8131,36108.88946878
1997-04-07,24.6379,25.5204,24.6379,25.5204,8700.6420215657
1997-04-08,25.5204,25.7003,25.5204,25.7003,43758.542421489
1997-04-09,25.5204,25.5204,25.5204,25.5204,17651.458128233
1997-04-10,25.1667,25.1667,24.8131,24.8131,4316.1477465808
1997-04-11,25.1667,25.1667,25.1667,25.1667,11582.802228798
1997-04-14,25.1667,25.1667,25.1667,25.1667,5637.9438147748
1997-04-15,24.9915,25.5204,24.9915,25.5204,5011.2190448798
1997-04-16,24.8131,25.5204,24.8131,25.5204,20025.532822424
1997-04-17,24.8131,24.8131,24.8131,24.8131,7019.059511395
1997-04-18,25.5204,26.0547,25.5204,26.0547,37348.153880033
1997-04-21,25.5204,25.5204,25.5204,25.5204,824.02701226923
1997-04-22,25.5204,25.5204,25.3452,25.3452,7943.6719805609
1997-04-23,25.1667,25.1667,24.8131,24.8131,5817.1922571933
1997-04-24,25.1667,25.1667,25.1667,25.1667,21553.65803297
1997-04-25,24.9915,24.9915,24.9915,24.9915,1922.7296952949
1997-04-28,24.8131,24.8131,24.8131,24.8131,1494.596724914
1997-04-29,24.8131,24.8131,24.8131,24.8131,665.41148408595
1997-04-30,24.4596,24.4596,24.4596,24.4596,4803.6003453879
1997-05-05,24.8131,24.8131,24.8131,24.8131,5864.9058713622
1997-05-06,24.4596,24.4596,24.4596,24.4596,5459.984929496
1997-05-07,23.042,23.042,23.042,23.042,5506.4089865252
1997-05-08,24.8131,24.8131,24.8131,24.8131,13477.16166702
1997-05-09,24.4596,24.4596,24.4596,24.4596,2209.0113803086
1997-05-12,24.2804,24.2804,24.2804,24.2804,2263.172780176
1997-05-13,24.106,24.106,24.106,24.106,5520.5941150619
1997-05-14,24.106,24.106,24.106,24.106,952.98272623937
1997-05-15,24.2804,24.2804,24.2804,24.2804,870.45106929848
1997-05-16,23.2181,23.2181,23.2181,23.2181,3787.4293193032
1997-05-19,24.2804,24.2804,24.2804,24.2804,8542.0264933824
1997-05-20,23.9268,23.9268,23.9268,23.9268,3888.0147761999
1997-05-21,23.9268,23.9268,23.9268,23.9268,3677.8169624285
1997-05-22,23.5717,23.5717,23.5717,23.5717,5989.9929139132
1997-05-23,23.3972,23.3972,23.3972,23.3972,3079.4624496071
1997-05-26,23.3972,23.3972,23.3972,23.3972,2904.0826786077
1997-05-27,23.5717,23.5717,23.5717,23.5717,2962.1127498942
1997-05-28,23.9268,23.9268,23.9268,23.9268,45554.895517094
1997-05-30,24.106,24.106,24.106,24.106,28495.344115983
1997-06-02,23.9268,23.9268,23.9268,23.9268,39602.299760232
1997-06-03,23.3972,23.3972,23.3972,23.3972,28341.886816359
1997-06-04,22.3294,22.3294,22.3294,22.3294,29818.429741317
1997-06-05,21.6222,21.6222,21.6222,21.6222,30037.654455066
1997-06-06,21.2678,21.2678,21.2678,21.2678,23177.210471854
1997-06-09,20.9134,20.9134,20.9134,20.9134,11451.267400549
1997-06-10,20.5597,20.5597,20.5597,20.5597,28977.638486231
1997-06-11,19.6727,20.2046,19.6727,20.2046,45336.960360484
1997-06-12,19.8525,19.8525,19.8525,19.8525,32036.468021603
1997-06-13,20.0279,20.0279,20.0279,20.0279,18729.527897024
1997-06-16,20.5597,20.5597,20.5597,20.5597,4182.0338040518
1997-06-17,20.0279,20.0279,19.3183,19.3183,10270.033060582
1997-06-18,19.4982,19.4982,19.3183,19.3183,7336.2905677616
1997-06-19,19.3183,19.3183,19.3183,19.3183,6596.0847695729
1997-06-20,18.9647,19.143,18.9647,19.143,5583.7824149073
1997-06-23,18.611,18.611,18.611,18.611,4968.6636592697
1997-06-24,18.7863,18.9647,18.7863,18.9647,24176.617255123
1997-06-25,17.7231,17.7231,17.7231,17.7231,23497.0206425
1997-06-26,17.7231,17.903,17.7231,17.7231,29906.119626816
1997-06-27,17.7231,18.2558,17.7231,18.2558,17576.663814131
1997-06-30,17.7231,17.7231,17.7231,17.7231,11596.987357335
1997-07-01,17.7231,17.7231,17.5478,17.5478,54009.232124976
1997-07-02,17.7231,17.7231,17.7231,17.7231,66350.293951919
1997-07-03,17.7231,17.7231,17.689,17.7231,47507.285026602
1997-07-04,17.7231,18.611,17.7231,18.611,36472.544582176
1997-07-07,18.611,18.9647,18.611,18.9647,27042.013219539
1997-07-08,19.143,19.8525,19.143,19.8525,18494.828497598
1997-07-09,20.2046,20.2046,19.8525,20.2046,35319.680499283
1997-07-10,20.5597,20.5597,19.8525,20.0279,45826.992073571
1997-07-11,20.2046,20.2046,19.8525,19.8525,25760.193422676
1997-07-14,20.5597,20.5597,19.6727,19.6727,44934.618532897
1997-07-15,19.6727,20.5597,19.6727,20.2046,9360.8952770928
1997-07-16,20.0279,20.2046,20.0279,20.2046,9688.442790577
1997-07-17,20.3814,20.3814,20.2046,20.3814,5799.1384572374
1997-07-18,20.2046,20.2046,20.2046,20.2046,2571.3769365647
1997-07-21,19.4982,19.4982,19.4982,19.4982,4922.2396022404
1997-07-22,19.3183,19.3183,19.3183,19.3183,1654.501810237
1997-07-23,19.4982,19.4982,18.7863,18.7863,3483.0938343336
1997-07-24,19.4982,19.4982,19.4982,19.4982,34362.829101625
1997-07-25,19.143,19.143,19.143,19.143,2558.4813651677
1997-07-28,18.611,18.611,18.611,18.611,3278.0542491211
1997-07-29,19.4982,19.4982,19.4982,19.4982,58984.343569944
1997-07-30,19.4982,19.4982,19.4982,19.4982,29797.796827081
1997-07-31,18.7863,18.7863,18.7863,18.7863,12618.316611979
1997-08-01,18.7863,19.3183,18.7863,18.7863,64237.999357088
1997-08-04,18.7863,18.7863,18.7863,18.7863,13015.500211007
1997-08-05,18.7863,19.3183,18.7863,19.3183,59921.851610507
1997-08-06,19.143,19.143,19.143,19.143,56601.241975776
1997-08-07,18.9647,20.5597,18.9647,20.3814,84481.467336122
1997-08-08,20.7351,22.6884,20.7351,21.9758,29882.907598302
1997-08-11,22.3294,22.6884,21.9758,22.6884,54308.409381387
1997-08-12,23.042,23.3972,23.042,23.3972,42601.809667177
1997-08-13,23.042,23.042,23.042,23.042,24302.993854814
1997-08-14,22.8636,22.8636,22.8636,22.8636,31466.483765855
1997-08-18,20.7351,21.4477,20.7351,21.4477,13869.187037489
1997-08-19,21.2678,21.8005,21.2678,21.8005,7074.5104684022
1997-08-20,21.9758,21.9758,21.6222,21.6222,15777.731604247
1997-08-21,22.5092,22.5092,22.5092,22.5092,37183.090566152
1997-08-22,22.3294,22.3294,22.3294,22.3294,21045.572519928
1997-08-25,21.9758,21.9758,21.9758,21.9758,1684.1616244501
1997-08-26,21.6222,21.6222,21.6222,21.6222,1311.4796110764
1997-08-27,22.1549,22.1549,22.1549,22.1549,4329.0433179778
1997-08-28,22.6884,24.106,22.6884,23.042,7636.757381312
1997-08-29,22.6884,22.6884,21.8005,22.1549,7652.2320669884
1997-09-01,23.042,23.042,22.8636,22.8636,17207.850472176
1997-09-02,23.5717,23.9268,23.5717,23.9268,14689.345378339
1997-09-03,24.2804,24.2804,24.2804,24.2804,22954.117086686
1997-09-04,24.6379,24.6379,24.6379,24.6379,63702.833144112
1997-09-05,24.8131,24.8131,24.8131,24.8131,17309.725486213
1997-09-08,25.5204,26.5867,25.5204,25.8748,7322.1054392248
1997-09-09,24.8131,25.1667,24.8131,25.1667,35296.468470768
1997-09-10,25.1667,25.1667,25.1667,25.1667,54363.860338394
